Time - Force	Amplitude - Force
4,7	-0,1
4,7	-0,1
4,7	-0,1
4,7	-0,1
4,7	-0,1
4,7	-0,1
4,7	-0,1
4,7	-0,1
4,7	-0,1
4,7	-0,1
4,7	-0,1
4,7	-0,1
4,7	-0,1
4,7	-0,1
4,7	-0,1
4,7	-0,1
4,7	-0,1
4,7	-0,1
4,7	-0,1
4,7	-0,1
4,7	-0,1
4,7	-0,1
4,7	-0,1
4,7	-0,1
4,7	-0,1
4,7	-0,1
4,7	-0,1
4,7	-0,1
4,7	-0,1
4,7	-0,1
4,7	-0,1
4,7	-0,1
4,7	-0,1
4,7	-0,1
4,7	-0,1
4,7	-0,1
4,7	-0,1
4,7	-0,1
4,7	-0,1
4,7	-0,1
4,7	-0,1
4,7	-0,1
4,7	-0,1
4,7	-0,1
4,7	-0,1
4,7	-0,1
4,7	-0,1
4,7	-0,1
4,7	-0,1
4,7	-0,1
4,7	-0,1
4,7	-0,1
4,7	-0,1
4,7	-0,1
4,7	-0,1
4,7	-0,1
4,7	-0,1
4,7	-0,1
4,7	-0,1
4,7	-0,1
4,7	-0,1
4,7	-0,1
4,7	-0,1
4,7	-0,1
4,7	-0,1
4,7	-0,1
4,7	-0,1
4,7	-0,1
4,7	-0,1
4,7	-0,1
4,7	-0,1
4,7	-0,1
4,7	-0,1
4,7	-0,1
4,7	-0,1
4,7	-0,1
4,7	-0,1
4,7	-0,1
4,7	-0,1
4,7	-0,1
4,7	-0,1
4,7	-0,1
4,7	-0,1
4,7	-0,1
4,7	-0,1
4,7	-0,1
4,7	-0,1
4,7	-0,1
4,7	-0,1
4,7	-0,1
4,7	-0,1
4,7	-0,1
4,7	-0,1
4,7	-0,1
4,7	-0,1
4,7	-0,1
4,7	-0,1
4,7	-0,1
4,7	-0,1
4,7	-0,1
4,7	-0,1
4,7	-0,1
4,7	-0,1
4,7	-0,1
4,7	-0,1
4,7	-0,1
4,7	-0,1
4,7	-0,1
4,7	-0,1
4,7	-0,1
4,7	-0,1
4,7	-0,1
4,7	-0,1
4,8	-0,1
4,8	-0,1
4,8	-0,1
4,8	-0,1
4,8	-0,1
4,8	-0,1
4,8	-0,1
4,8	-0,1
4,8	-0,1
4,8	-0,1
4,8	-0,1
4,8	-0,1
4,8	-0,1
4,8	-0,1
4,8	-0,1
4,8	-0,1
4,8	-0,1
4,8	-0,1
4,8	-0,1
4,8	-0,1
4,8	-0,1
4,8	-0,1
4,8	-0,1
4,8	-0,1
4,8	-0,1
4,8	-0,1
4,8	-0,1
4,8	-0,1
4,8	-0,1
4,8	-0,1
4,8	-0,1
4,8	-0,1
4,8	-0,1
4,8	-0,1
4,8	-0,1
4,8	-0,1
4,8	-0,1
4,8	-0,1
4,8	-0,1
4,8	-0,1
4,8	-0,1
4,8	-0,1
4,8	-0,1
4,8	-0,1
4,8	-0,1
4,8	-0,1
4,8	-0,1
4,8	-0,1
4,8	-0,1
4,8	-0,1
4,8	-0,1
4,8	-0,1
4,8	-0,1
4,8	-0,1
4,8	-0,1
4,8	-0,1
4,8	-0,1
4,8	-0,1
4,8	-0,1
4,8	-0,1
4,8	-0,1
4,8	-0,1
4,8	-0,1
4,8	-0,1
4,8	-0,1
4,8	-0,1
4,8	-0,1
4,8	-0,1
4,8	-0,1
4,8	-0,1
4,8	-0,1
4,8	-0,1
4,8	-0,1
4,8	-0,1
4,8	-0,1
4,8	-0,1
4,8	-0,1
4,8	-0,1
4,8	-0,1
4,8	-0,1
4,8	-0,1
4,8	-0,1
4,8	-0,1
4,8	-0,1
4,8	-0,1
4,8	-0,1
4,8	-0,1
4,8	-0,1
4,8	-0,1
4,8	-0,1
4,8	-0,1
4,8	-0,1
4,8	-0,1
4,8	-0,1
4,8	-0,1
4,8	-0,1
4,8	-0,1
4,8	-0,1
4,8	-0,1
4,8	-0,1
4,8	-0,1
4,8	-0,1
4,8	-0,1
4,8	-0,1
4,8	-0,1
4,8	-0,1
4,8	-0,1
4,8	-0,1
4,8	-0,1
4,8	-0,1
4,8	-0,1
4,8	-0,1
4,8	-0,1
4,8	-0,1
4,8	-0,1
4,8	-0,1
4,8	-0,1
4,8	-0,1
4,8	-0,1
4,8	-0,1
4,8	-0,1
4,8	-0,1
4,8	-0,1
4,8	-0,1
4,8	-0,1
4,8	-0,1
4,8	-0,1
4,8	-0,1
4,8	-0,1
4,8	-0,1
4,8	-0,1
4,8	-0,1
4,8	-0,1
4,8	-0,1
4,8	-0,1
4,8	-0,1
4,8	-0,1
4,8	-0,1
4,8	-0,1
4,8	-0,1
4,8	-0,1
4,8	-0,1
4,8	-0,1
4,8	-0,1
4,8	-0,1
4,8	-0,1
4,8	-0,1
4,8	-0,1
4,8	-0,1
4,8	-0,1
4,8	-0,1
4,8	-0,1
4,8	-0,1
4,8	-0,1
4,8	-0,1
4,8	-0,1
4,8	-0,1
4,8	-0,1
4,8	-0,1
4,8	-0,1
4,8	-0,1
4,8	-0,1
4,8	-0,1
4,8	-0,1
4,8	-0,1
4,9	-0,1
4,9	-0,1
4,9	-0,1
4,9	-0,1
4,9	-0,1
4,9	-0,1
4,9	-0,1
4,9	-0,1
4,9	-0,1
4,9	-0,1
4,9	-0,1
4,9	-0,1
4,9	-0,1
4,9	-0,1
4,9	-0,1
4,9	-0,1
4,9	-0,1
4,9	-0,1
4,9	-0,1
4,9	-0,1
4,9	-0,1
4,9	-0,1
4,9	-0,1
4,9	-0,1
4,9	-0,1
4,9	-0,1
4,9	-0,1
4,9	-0,1
4,9	-0,1
4,9	-0,1
4,9	-0,1
4,9	-0,1
4,9	-0,1
4,9	-0,1
4,9	-0,1
4,9	-0,1
4,9	-0,1
4,9	-0,1
4,9	-0,1
4,9	-0,1
4,9	-0,1
4,9	-0,1
4,9	-0,1
4,9	-0,1
4,9	-0,1
4,9	-0,1
4,9	-0,1
4,9	-0,1
4,9	-0,1
4,9	-0,1
4,9	-0,1
4,9	-0,1
4,9	-0,1
4,9	-0,1
4,9	-0,1
4,9	-0,1
4,9	-0,1
4,9	-0,1
4,9	-0,1
4,9	-0,1
4,9	-0,1
4,9	-0,1
4,9	-0,1
4,9	-0,1
4,9	-0,1
4,9	-0,1
4,9	-0,1
4,9	-0,1
4,9	-0,1
4,9	-0,1
4,9	-0,1
4,9	-0,1
4,9	-0,1
4,9	-0,1
4,9	-0,1
4,9	-0,1
4,9	-0,1
4,9	-0,1
4,9	-0,1
4,9	-0,1
4,9	-0,1
4,9	-0,1
4,9	-0,1
4,9	-0,1
4,9	-0,1
4,9	-0,1
4,9	-0,1
4,9	-0,1
4,9	-0,1
4,9	-0,1
4,9	-0,1
4,9	-0,1
4,9	-0,1
4,9	-0,1
4,9	-0,1
4,9	-0,1
4,9	-0,1
4,9	-0,1
4,9	-0,1
4,9	-0,1
4,9	-0,1
4,9	-0,1
4,9	-0,1
4,9	-0,1
4,9	-0,1
4,9	-0,1
4,9	-0,1
4,9	-0,1
4,9	-0,1
4,9	-0,1
4,9	-0,1
4,9	-0,1
4,9	-0,1
4,9	-0,1
4,9	-0,1
4,9	-0,1
4,9	-0,1
4,9	-0,1
4,9	-0,1
4,9	-0,1
4,9	-0,1
4,9	-0,1
4,9	-0,1
4,9	-0,1
4,9	-0,1
4,9	-0,1
4,9	-0,1
4,9	-0,1
4,9	-0,1
4,9	-0,1
4,9	-0,1
4,9	-0,1
4,9	-0,1
4,9	-0,1
4,9	-0,1
4,9	-0,1
4,9	-0,1
4,9	-0,1
4,9	-0,1
4,9	-0,1
4,9	-0,1
4,9	-0,1
4,9	-0,1
4,9	-0,1
4,9	-0,1
4,9	-0,1
4,9	-0,1
4,9	-0,1
4,9	-0,1
4,9	-0,1
4,9	-0,1
4,9	-0,1
4,9	-0,1
4,9	-0,1
4,9	-0,1
4,9	-0,1
4,9	-0,1
4,9	-0,1
4,9	-0,1
4,9	-0,1
4,9	-0,1
4,9	-0,1
4,9	-0,1
4,9	-0,1
4,9	-0,1
5	-0,1
5	-0,1
5	-0,1
5	-0,1
5	-0,1
5	-0,1
5	-0,1
5	-0,1
5	-0,1
5	-0,1
5	-0,1
5	-0,1
5	-0,1
5	-0,1
5	-0,1
5	-0,1
5	-0,1
5	-0,1
5	-0,1
5	-0,1
5	-0,1
5	-0,1
5	-0,1
5	-0,1
5	-0,1
5	-0,1
5	-0,1
5	-0,1
5	-0,1
5	-0,1
5	-0,1
5	-0,1
5	-0,1
5	-0,1
5	-0,1
5	-0,1
5	-0,1
5	-0,1
5	-0,1
5	-0,1
5	-0,1
5	-0,1
5	-0,1
5	-0,1
5	-0,1
5	-0,1
5	-0,1
5	-0,1
5	-0,1
5	-0,1
5	-0,1
5	-0,1
5	-0,1
5	-0,1
5	-0,1
5	-0,1
5	-0,1
5	-0,1
5	-0,1
5	-0,1
5	-0,1
5	-0,1
5	-0,1
5	-0,1
5	-0,1
5	-0,1
5	-0,1
5	-0,1
5	-0,1
5	-0,1
5	-0,1
5	-0,1
5	-0,1
5	-0,1
5	-0,1
5	-0,1
5	-0,1
5	-0,1
5	-0,1
5	-0,1
5	-0,1
5	-0,1
5	-0,1
5	-0,1
5	-0,1
5	-0,1
5	-0,1
5	-0,1
5	-0,1
5	-0,1
5	-0,1
5	-0,1
5	-0,1
5	-0,1
5	-0,1
5	-0,1
5	-0,1
5	-0,1
5	-0,1
5	-0,1
5	-0,1
5	-0,1
5	-0,1
5	-0,1
5	-0,1
5	-0,1
5	-0,1
5	-0,1
5	-0,1
5	-0,1
5	-0,1
5	-0,1
5	-0,1
5	-0,1
5	-0,1
5	-0,1
5	-0,1
5	-0,1
5	-0,1
5	-0,1
5	-0,1
5	-0,1
5	-0,1
5	-0,1
5	-0,1
5	-0,1
5	-0,1
5	-0,1
5	-0,1
5	-0,1
5	-0,1
5	-0,1
5	-0,1
5	-0,1
5	-0,1
5	-0,1
5	-0,1
5	-0,1
5	-0,1
5	-0,1
5	-0,1
5	-0,1
5	-0,1
5	-0,1
5	-0,1
5	-0,1
5	-0,1
5	-0,1
5	-0,1
5	-0,1
5	-0,1
5	-0,1
5	-0,1
5	-0,1
5	-0,1
5	-0,1
5	-0,1
5	-0,1
5	-0,1
5	-0,1
5	-0,1
5	-0,1
5	-0,1
5	-0,1
5	-0,1
5,1	-0,1
5,1	-0,1
5,1	-0,1
5,1	-0,1
5,1	-0,1
5,1	-0,1
5,1	-0,1
5,1	-0,1
5,1	-0,1
5,1	-0,1
5,1	-0,1
5,1	-0,1
5,1	-0,1
5,1	-0,1
5,1	-0,1
5,1	-0,1
5,1	-0,1
5,1	-0,1
5,1	-0,1
5,1	-0,1
5,1	-0,1
5,1	-0,1
5,1	-0,1
5,1	-0,1
5,1	-0,1
5,1	-0,1
5,1	-0,1
5,1	-0,1
5,1	-0,1
5,1	-0,1
5,1	-0,1
5,1	-0,1
5,1	-0,1
5,1	-0,1
5,1	-0,1
5,1	-0,1
5,1	-0,1
5,1	-0,1
5,1	-0,1
5,1	-0,1
5,1	-0,1
5,1	-0,1
5,1	-0,1
5,1	-0,1
5,1	-0,1
5,1	-0,1
5,1	-0,1
5,1	-0,1
5,1	-0,1
5,1	-0,1
5,1	-0,1
5,1	-0,1
5,1	-0,1
5,1	-0,1
5,1	-0,1
5,1	-0,1
5,1	-0,1
5,1	-0,1
5,1	-0,1
5,1	-0,1
5,1	-0,1
5,1	-0,1
5,1	-0,1
5,1	-0,1
5,1	-0,1
5,1	-0,1
5,1	-0,1
5,1	-0,1
5,1	-0,1
5,1	-0,1
5,1	-0,1
5,1	-0,1
5,1	-0,1
5,1	-0,1
5,1	-0,1
5,1	-0,1
5,1	-0,1
5,1	-0,1
5,1	-0,1
5,1	-0,1
5,1	-0,1
5,1	-0,1
5,1	-0,1
5,1	-0,1
5,1	-0,1
5,1	-0,1
5,1	-0,1
5,1	-0,1
5,1	-0,1
5,1	-0,1
5,1	-0,1
5,1	-0,1
5,1	-0,1
5,1	-0,1
5,1	-0,1
5,1	-0,1
5,1	-0,1
5,1	-0,1
5,1	-0,1
5,1	-0,1
5,1	-0,1
5,1	-0,1
5,1	-0,1
5,1	-0,1
5,1	-0,1
5,1	-0,1
5,1	-0,1
5,1	-0,1
5,1	-0,1
5,1	-0,1
5,1	-0,1
5,1	-0,1
5,1	-0,1
5,1	-0,1
5,1	-0,1
5,1	-0,1
5,1	-0,1
5,1	-0,1
5,1	-0,1
5,1	-0,1
5,1	-0,1
5,1	-0,1
5,1	-0,1
5,1	-0,1
5,1	-0,1
5,1	-0,1
5,1	-0,1
5,1	-0,1
5,1	-0,1
5,1	-0,1
5,1	-0,1
5,1	-0,1
5,1	-0,1
5,1	-0,1
5,1	-0,1
5,1	-0,1
5,1	-0,1
5,1	-0,1
5,1	-0,1
5,1	-0,1
5,1	-0,1
5,1	-0,1
5,1	-0,1
5,1	-0,1
5,1	-0,1
5,1	-0,1
5,1	-0,1
5,1	-0,1
5,1	-0,1
5,1	-0,1
5,1	-0,1
5,1	-0,1
5,1	-0,1
5,1	-0,1
5,1	-0,1
5,1	-0,1
5,1	-0,1
5,1	-0,1
5,1	-0,1
5,1	-0,1
5,1	-0,1
5,1	-0,1
5,1	-0,1
5,1	-0,1
5,1	-0,1
5,2	-0,1
5,2	-0,1
5,2	-0,1
5,2	-0,1
5,2	-0,1
5,2	-0,1
5,2	-0,1
5,2	-0,1
5,2	-0,1
5,2	-0,1
5,2	-0,1
5,2	-0,1
5,2	-0,1
5,2	-0,1
5,2	-0,1
5,2	-0,1
5,2	-0,1
5,2	-0,1
5,2	-0,1
5,2	-0,1
5,2	-0,1
5,2	-0,1
5,2	-0,1
5,2	-0,1
5,2	-0,1
5,2	-0,1
5,2	-0,1
5,2	-0,1
5,2	-0,1
5,2	-0,1
5,2	-0,1
5,2	-0,1
5,2	-0,1
5,2	-0,1
5,2	-0,1
5,2	-0,1
5,2	-0,1
5,2	-0,1
5,2	-0,1
5,2	-0,1
5,2	-0,1
5,2	-0,1
5,2	-0,1
5,2	-0,1
5,2	-0,1
5,2	-0,1
5,2	-0,1
5,2	-0,1
5,2	-0,1
5,2	-0,1
5,2	-0,1
5,2	-0,1
5,2	-0,1
5,2	-0,1
5,2	-0,1
5,2	-0,1
5,2	-0,1
5,2	-0,1
5,2	-0,1
5,2	-0,1
5,2	-0,1
5,2	-0,1
5,2	-0,1
5,2	-0,1
5,2	-0,1
5,2	-0,1
5,2	-0,1
5,2	-0,1
5,2	-0,1
5,2	-0,1
5,2	-0,1
5,2	-0,1
5,2	-0,1
5,2	-0,1
5,2	-0,1
5,2	-0,1
5,2	-0,1
5,2	-0,1
5,2	-0,1
5,2	-0,1
5,2	-0,1
5,2	-0,1
5,2	-0,1
5,2	-0,1
5,2	-0,1
5,2	-0,1
5,2	-0,1
5,2	-0,1
5,2	-0,1
5,2	-0,1
5,2	-0,1
5,2	-0,1
5,2	-0,1
5,2	-0,1
5,2	-0,1
5,2	-0,1
5,2	-0,1
5,2	-0,1
5,2	-0,1
5,2	-0,1
5,2	-0,1
5,2	-0,1
5,2	-0,1
5,2	-0,1
5,2	-0,1
5,2	-0,1
5,2	-0,1
5,2	-0,1
5,2	-0,1
5,2	-0,1
5,2	-0,1
5,2	-0,1
5,2	-0,1
5,2	-0,1
5,2	-0,1
5,2	-0,1
5,2	-0,1
5,2	-0,1
5,2	-0,1
5,2	-0,1
5,2	-0,1
5,2	-0,1
5,2	-0,1
5,2	-0,1
5,2	-0,1
5,2	-0,1
5,2	-0,1
5,2	-0,1
5,2	-0,1
5,2	-0,1
5,2	-0,1
5,2	-0,1
5,2	-0,1
5,2	-0,1
5,2	-0,1
5,2	-0,1
5,2	-0,1
5,2	-0,1
5,2	-0,1
5,2	-0,1
5,2	-0,1
5,2	-0,1
5,2	-0,1
5,2	-0,1
5,2	-0,1
5,2	-0,1
5,2	-0,1
5,2	-0,1
5,2	-0,1
5,2	-0,1
5,2	-0,1
5,2	-0,1
5,2	-0,1
5,2	-0,1
5,2	-0,1
5,2	-0,1
5,2	-0,1
5,2	-0,1
5,2	-0,1
5,2	-0,1
5,2	-0,1
5,2	-0,1
5,2	-0,1
5,2	-0,1
5,2	-0,1
5,3	-0,1
5,3	-0,1
5,3	-0,1
5,3	-0,1
5,3	-0,1
5,3	-0,1
5,3	-0,1
5,3	-0,1
5,3	-0,1
5,3	-0,1
5,3	-0,1
5,3	-0,1
5,3	-0,1
5,3	-0,1
5,3	-0,1
5,3	-0,1
5,3	-0,1
5,3	-0,1
5,3	-0,1
5,3	-0,1
5,3	-0,1
5,3	-0,1
5,3	-0,1
5,3	-0,1
5,3	-0,1
5,3	-0,1
5,3	-0,1
5,3	-0,1
5,3	-0,1
5,3	-0,1
5,3	-0,1
5,3	-0,1
5,3	-0,1
5,3	-0,1
5,3	-0,1
5,3	-0,1
5,3	-0,1
5,3	-0,1
5,3	-0,1
5,3	-0,1
5,3	-0,1
5,3	-0,1
5,3	-0,1
5,3	-0,1
5,3	-0,1
5,3	-0,1
5,3	-0,1
5,3	-0,1
5,3	-0,1
5,3	-0,1
5,3	-0,1
5,3	-0,1
5,3	-0,1
5,3	-0,1
5,3	-0,1
5,3	-0,1
5,3	-0,1
5,3	-0,1
5,3	-0,1
5,3	-0,1
5,3	-0,1
5,3	-0,1
5,3	-0,1
5,3	-0,1
5,3	-0,1
5,3	-0,1
5,3	-0,1
5,3	-0,1
5,3	-0,1
5,3	-0,1
5,3	-0,1
5,3	-0,1
5,3	-0,1
5,3	-0,1
5,3	-0,1
5,3	-0,1
5,3	-0,1
5,3	-0,1
5,3	-0,1
5,3	-0,1
5,3	-0,1
5,3	-0,1
5,3	-0,1
5,3	-0,1
5,3	-0,1
5,3	-0,1
5,3	-0,1
5,3	-0,1
5,3	-0,1
5,3	-0,1
5,3	-0,1
5,3	-0,1
5,3	-0,1
5,3	-0,1
5,3	-0,1
5,3	-0,1
5,3	-0,1
5,3	-0,1
5,3	-0,1
5,3	-0,1
5,3	-0,1
5,3	-0,1
5,3	-0,1
5,3	-0,1
5,3	-0,1
5,3	-0,1
5,3	-0,1
5,3	-0,1
5,3	-0,1
5,3	-0,1
5,3	-0,1
5,3	-0,1
5,3	-0,1
5,3	-0,1
5,3	-0,1
5,3	-0,1
5,3	-0,1
5,3	-0,1
5,3	-0,1
5,3	-0,1
5,3	-0,1
5,3	-0,1
5,3	-0,1
5,3	-0,1
5,3	-0,1
5,3	-0,1
5,3	-0,1
5,3	-0,1
5,3	-0,1
5,3	-0,1
5,3	-0,1
5,3	-0,1
5,3	-0,1
5,3	-0,1
5,3	-0,1
5,3	-0,1
5,3	-0,1
5,3	-0,1
5,3	-0,1
5,3	-0,1
5,3	-0,1
5,3	-0,1
5,3	-0,1
5,3	-0,1
5,3	-0,1
5,3	-0,1
5,3	-0,1
5,3	-0,1
5,3	-0,1
5,3	-0,1
5,3	-0,1
5,3	-0,1
5,3	-0,1
5,3	-0,1
5,3	-0,1
5,3	-0,1
5,3	-0,1
5,3	-0,1
5,3	-0,1
5,3	-0,1
5,3	-0,1
5,3	-0,1
5,3	-0,1
5,3	-0,1
5,3	-0,1
5,3	-0,1
5,4	-0,1
5,4	-0,1
5,4	-0,1
5,4	-0,1
5,4	-0,1
5,4	-0,1
5,4	-0,1
5,4	-0,1
5,4	-0,1
5,4	-0,1
5,4	-0,1
5,4	-0,1
5,4	-0,1
5,4	-0,1
5,4	-0,1
5,4	-0,1
5,4	-0,1
5,4	-0,1
5,4	-0,1
5,4	-0,1
5,4	-0,1
5,4	-0,1
5,4	-0,1
5,4	-0,1
5,4	-0,1
5,4	-0,1
5,4	-0,1
5,4	-0,1
5,4	-0,1
5,4	-0,1
5,4	-0,1
5,4	-0,1
5,4	-0,1
5,4	-0,1
5,4	-0,1
5,4	-0,1
5,4	-0,1
5,4	-0,1
5,4	-0,1
5,4	-0,1
5,4	-0,1
5,4	-0,1
5,4	-0,1
5,4	-0,1
5,4	-0,1
5,4	-0,1
5,4	-0,1
5,4	-0,1
5,4	-0,1
5,4	-0,1
5,4	-0,1
5,4	-0,1
5,4	-0,1
5,4	-0,1
5,4	-0,1
5,4	-0,1
5,4	-0,1
5,4	-0,1
5,4	-0,1
5,4	-0,1
5,4	-0,1
5,4	-0,1
5,4	-0,1
5,4	-0,1
5,4	-0,1
5,4	-0,1
5,4	-0,1
5,4	-0,1
5,4	-0,1
5,4	-0,1
5,4	-0,1
5,4	-0,1
5,4	-0,1
5,4	-0,1
5,4	-0,1
5,4	-0,1
5,4	-0,1
5,4	-0,1
5,4	-0,1
5,4	-0,1
5,4	-0,1
5,4	-0,1
5,4	-0,1
5,4	-0,1
5,4	-0,1
5,4	-0,1
5,4	-0,1
5,4	-0,1
5,4	-0,1
5,4	-0,1
5,4	-0,1
5,4	-0,1
5,4	-0,1
5,4	-0,1
5,4	-0,1
5,4	-0,1
5,4	-0,1
5,4	-0,1
5,4	-0,1
5,4	-0,1
5,4	-0,1
5,4	-0,1
5,4	-0,1
5,4	-0,1
5,4	-0,1
5,4	-0,1
5,4	-0,1
5,4	-0,1
5,4	-0,1
5,4	-0,1
5,4	-0,1
5,4	-0,1
5,4	-0,1
5,4	-0,1
5,4	-0,1
5,4	-0,1
5,4	-0,1
5,4	-0,1
5,4	-0,1
5,4	-0,1
5,4	-0,1
5,4	-0,1
5,4	-0,1
5,4	-0,1
5,4	-0,1
5,4	-0,1
5,4	-0,1
5,4	-0,1
5,4	-0,1
5,4	-0,1
5,4	-0,1
5,4	-0,1
5,4	-0,1
5,4	-0,1
5,4	-0,1
5,4	-0,1
5,4	-0,1
5,4	-0,1
5,4	-0,1
5,4	-0,1
5,4	-0,1
5,4	-0,1
5,4	-0,1
5,4	-0,1
5,4	-0,1
5,4	-0,1
5,4	-0,1
5,4	-0,1
5,4	-0,1
5,4	-0,1
5,4	-0,1
5,4	-0,1
5,4	-0,1
5,4	-0,1
5,4	-0,1
5,4	-0,1
5,4	-0,1
5,4	-0,1
5,4	-0,1
5,4	-0,1
5,4	-0,1
5,4	-0,1
5,4	-0,1
5,4	-0,1
5,4	-0,1
5,5	-0,1
5,5	-0,1
5,5	-0,1
5,5	-0,1
5,5	-0,1
5,5	-0,1
5,5	-0,1
5,5	-0,1
5,5	-0,1
5,5	-0,1
5,5	-0,1
5,5	-0,1
5,5	-0,1
5,5	-0,1
5,5	-0,1
5,5	-0,1
5,5	-0,1
5,5	-0,1
5,5	-0,1
5,5	-0,1
5,5	-0,1
5,5	-0,1
5,5	-0,1
5,5	-0,1
5,5	-0,1
5,5	-0,1
5,5	-0,1
5,5	-0,1
5,5	-0,1
5,5	-0,1
5,5	-0,1
5,5	-0,1
5,5	-0,1
5,5	-0,1
5,5	-0,1
5,5	-0,1
5,5	-0,1
5,5	-0,1
5,5	-0,1
5,5	-0,1
5,5	-0,1
5,5	-0,1
5,5	-0,1
5,5	-0,1
5,5	-0,1
5,5	-0,1
5,5	-0,1
5,5	-0,1
5,5	-0,1
5,5	-0,1
5,5	-0,1
5,5	-0,1
5,5	-0,1
5,5	-0,1
5,5	-0,1
5,5	-0,1
5,5	-0,1
5,5	-0,1
5,5	-0,1
5,5	-0,1
5,5	-0,1
5,5	-0,1
5,5	-0,1
5,5	-0,1
5,5	-0,1
5,5	-0,1
5,5	-0,1
5,5	-0,1
5,5	-0,1
5,5	-0,1
5,5	-0,1
5,5	-0,1
5,5	-0,1
5,5	-0,1
5,5	-0,1
5,5	-0,1
5,5	-0,1
5,5	-0,1
5,5	-0,1
5,5	-0,1
5,5	-0,1
5,5	-0,1
5,5	-0,1
5,5	-0,1
5,5	-0,1
5,5	-0,1
5,5	-0,1
5,5	-0,1
5,5	-0,1
5,5	-0,1
5,5	-0,1
5,5	-0,1
5,5	-0,1
5,5	-0,1
5,5	-0,1
5,5	-0,1
5,5	-0,1
5,5	-0,1
5,5	-0,1
5,5	-0,1
5,5	-0,1
5,5	-0,1
5,5	-0,1
5,5	-0,1
5,5	-0,1
5,5	-0,1
5,5	-0,1
5,5	-0,1
5,5	-0,1
5,5	-0,1
5,5	-0,1
5,5	-0,1
5,5	-0,1
5,5	-0,1
5,5	-0,1
5,5	-0,1
5,5	-0,1
5,5	-0,1
5,5	-0,1
5,5	-0,1
5,5	-0,1
5,5	-0,1
5,5	-0,1
5,5	-0,1
5,5	-0,1
5,5	-0,1
5,5	-0,1
5,5	-0,1
5,5	-0,1
5,5	-0,1
5,5	-0,1
5,5	-0,1
5,5	-0,1
5,5	-0,1
5,5	-0,1
5,5	-0,1
5,5	-0,1
5,5	-0,1
5,5	-0,1
5,5	-0,1
5,5	-0,1
5,5	-0,1
5,5	-0,1
5,5	-0,1
5,5	-0,1
5,5	-0,1
5,5	-0,1
5,5	-0,1
5,5	-0,1
5,5	-0,1
5,5	-0,1
5,5	-0,1
5,5	-0,1
5,5	-0,1
5,5	-0,1
5,5	-0,1
5,5	-0,1
5,5	-0,1
5,5	-0,1
5,5	-0,1
5,5	-0,1
5,5	-0,1
5,5	-0,1
5,5	-0,1
5,5	-0,1
5,6	-0,1
5,6	-0,1
5,6	-0,1
5,6	-0,1
5,6	-0,1
5,6	-0,1
5,6	-0,1
5,6	-0,1
5,6	-0,1
5,6	-0,1
5,6	-0,1
5,6	-0,1
5,6	-0,1
5,6	-0,1
5,6	-0,1
5,6	-0,1
5,6	-0,1
5,6	-0,1
5,6	-0,1
5,6	-0,1
5,6	-0,1
5,6	-0,1
5,6	-0,1
5,6	-0,1
5,6	-0,1
5,6	-0,1
5,6	-0,1
5,6	-0,1
5,6	-0,1
5,6	-0,1
5,6	-0,1
5,6	-0,1
5,6	-0,1
5,6	-0,1
5,6	-0,1
5,6	-0,1
5,6	-0,1
5,6	-0,1
5,6	-0,1
5,6	-0,1
5,6	-0,1
5,6	-0,1
5,6	-0,1
5,6	-0,1
5,6	-0,1
5,6	-0,1
5,6	-0,1
5,6	-0,1
5,6	-0,1
5,6	-0,1
5,6	-0,1
5,6	-0,1
5,6	-0,1
5,6	-0,1
5,6	-0,1
5,6	-0,1
5,6	-0,1
5,6	-0,1
5,6	-0,1
5,6	-0,1
5,6	-0,1
5,6	-0,1
5,6	-0,1
5,6	-0,1
5,6	-0,1
5,6	-0,1
5,6	-0,1
5,6	-0,1
5,6	-0,1
5,6	-0,1
5,6	-0,1
5,6	-0,1
5,6	-0,1
5,6	-0,1
5,6	-0,1
5,6	-0,1
5,6	-0,1
5,6	-0,1
5,6	-0,1
5,6	-0,1
5,6	-0,1
5,6	-0,1
5,6	-0,1
5,6	-0,1
5,6	-0,1
5,6	-0,1
5,6	-0,1
5,6	-0,1
5,6	-0,1
5,6	-0,1
5,6	-0,1
5,6	-0,1
5,6	-0,1
5,6	-0,1
5,6	-0,1
5,6	-0,1
5,6	-0,1
5,6	-0,1
5,6	-0,1
5,6	-0,1
5,6	-0,1
5,6	-0,1
5,6	-0,1
5,6	-0,1
5,6	-0,1
5,6	-0,1
5,6	-0,1
5,6	-0,1
5,6	-0,1
5,6	-0,1
5,6	-0,1
5,6	-0,1
5,6	-0,1
5,6	-0,1
5,6	-0,1
5,6	-0,1
5,6	-0,1
5,6	-0,1
5,6	-0,1
5,6	-0,1
5,6	-0,1
5,6	-0,1
5,6	-0,1
5,6	-0,1
5,6	-0,1
5,6	-0,1
5,6	-0,1
5,6	-0,1
5,6	-0,1
5,6	-0,1
5,6	-0,1
5,6	-0,1
5,6	-0,1
5,6	-0,1
5,6	-0,1
5,6	-0,1
5,6	-0,1
5,6	-0,1
5,6	-0,1
5,6	-0,1
5,6	-0,1
5,6	-0,1
5,6	-0,1
5,6	-0,1
5,6	-0,1
5,6	-0,1
5,6	-0,1
5,6	-0,1
5,6	-0,1
5,6	-0,1
5,6	-0,1
5,6	-0,1
5,6	-0,1
5,6	-0,1
5,6	-0,1
5,6	-0,1
